@relation PresenceOfPecans
@attribute Site numeric
@attribute LATITUDE numeric
@attribute ELEV numeric
@attribute COKLM numeric
@attribute MWM numeric
@attribute MCM numeric
@attribute RHIGH numeric
@attribute RLOW numeric
@attribute RRCORR numeric
@attribute CMAT numeric
@attribute CRR numeric
@attribute RRCORR2 numeric
@attribute SEASON {1,2,3,4}
@attribute RRCORR3 numeric
@attribute ET numeric
@attribute BT numeric
@attribute PET numeric
@attribute AE numeric
@attribute RUNOFF numeric
@attribute BIO5 numeric
@attribute BAR5 numeric
@attribute NAGP numeric
@attribute TEMP numeric
@attribute WATD numeric
@attribute MI numeric
@attribute HIRX numeric
@attribute SNOWAC numeric
@attribute RRANGE numeric
@attribute TRANGE numeric
@attribute REVEN numeric
@attribute MRAIN numeric
@attribute MTEMP numeric
@attribute SDTEMP numeric
@attribute SDRAIN numeric
@attribute CVTEMP numeric
@attribute CVRAIN numeric
@attribute WSTORAGE numeric
@attribute PTOAE numeric
@attribute PTOWATD numeric
@attribute PTORUN numeric
@attribute PTOWATR numeric
@attribute PGROW numeric
@attribute GROWC numeric
@attribute WLTGRC numeric
@attribute WATDGRC numeric
@attribute RUNGRC numeric
@attribute WATRGRC numeric
@attribute WRET numeric
@attribute PERWLTG numeric
@attribute PERWDEF numeric
@attribute PERWRET numeric
@attribute DEFPER numeric
@attribute AVWAT numeric
@attribute CLIM numeric
@attribute CLASS {D, W}
@attribute MEDSTAB numeric
@attribute SUCSTAB numeric
@attribute SUCSTAB2 numeric
@attribute WACCESS numeric
@attribute LLAT numeric
@attribute LBIO5 numeric
@attribute LNAGP numeric
@attribute LMEANELV numeric
@attribute LET numeric
@attribute LPET numeric
@attribute LAE numeric
@attribute LBT numeric
@attribute LTRANGE numeric
@attribute LCMAT numeric
@attribute LMCM numeric
@attribute LMWM numeric
@attribute LMTEMP numeric
@attribute LCVTEMP numeric
@attribute LCRR numeric
@attribute LREVEN numeric
@attribute LRRCORR2 numeric
@attribute LRRCORR3 numeric
@attribute LRRANGE numeric
@attribute LDEFPER numeric
@attribute LPERWDEF numeric
@attribute LPTOAE numeric
@attribute LRUNOFF numeric
@attribute LRHIGH numeric
@attribute LRLOW numeric
@attribute LCOKLM numeric
@attribute LPERWLTG numeric
@attribute LSNOWAC numeric
@attribute LWACCESS numeric
@attribute LPTORUN numeric
@attribute LRUNGRC numeric
@attribute LWRET numeric
@attribute LWLTGRC numeric
@attribute LBAR5 numeric
@attribute LMRAIN numeric
@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecans {0,1}
@data
1176,49.08,236,250,24.5,-13.89,29.97,10.92,5,5.8565,248.92,9.5,4,9.5,12.5006,9.4074,674.392,225.911,58.7158,3250.8166,18.3847,176.8219,35.0542,448.481,-63.0897,2.7093,109.982,19.05,38.39,1.4448,36.4364,44.7626,14.1123,6.6547,240.9691,32.0813,149.6936,2.9852,1.5037,11.4857,14.933,17,5,4,4,1,1,45.1611,0.8,0.8,0.2,80,2,3,D,0.5276,15.264,15.264,0.0917,1.691,3.512,2.2475,2.3729,1.0969,2.8289,2.3539,0.9735,1.5842,1.6113,1.5576,1.3892,1.6881,3.5107,2.3961,0.1598,-3,1.1903,1.2799,1.9031,-0.0915,0.4764,1.7688,1.4767,1.0382,2.398,-0.0915,2.0414,-0.9927,1.0605,0.0043,1.6549,0.6031,1.2645,1.5615,2.6518,1.5063,0.18,1.1744,0.0043,0.4329,1.184,90.8172,1.9582,0
1177,48.73,2270,175,19.5,-6.11,77.98,21.08,-1,7.0093,486.156,3.5,2,3.5,12.2612,8.2083,600.893,455.5701,113.4681,10150.1464,17.9172,566.5023,45.79,145.3228,-19.0944,1.236,124.8261,56.9,25.61,1.9248,27.0326,60.2946,9.5189,18.6212,135.8041,45.9636,195.92,1.319,4.1349,5.2957,10.2214,22,5,0,3,2,2,58.7875,0.001,0.6,0.4,60,6,2,W,0.0259,0.0175,0.0175,0.4246,1.6879,4.0065,2.7532,3.356,1.0885,2.7788,2.6586,0.9143,1.4084,1.6233,1.6424,1.29,1.8082,3.4963,2.6868,0.2844,-3,0.9777,1.7551,1.7782,-0.2147,0.1235,2.0549,1.892,1.3239,2.2431,-1.9586,2.0963,-0.3619,0.7247,0.3032,1.7694,-2,1.2533,1.4319,2.1624,1.6624,0.6175,1.0099,0.3032,0.092,-1.5607,852.051,2.9305,0
1178,73,1319,4,18.28,-23.67,83.82,5.08,0.1,-1.625,337.82,4.6,2,4.6,11.3259,5.5694,575.804,323.355,9.7421,6901.3395,21.5211,320.6772,28.185,252.4489,-41.3307,1.7045,68.2228,78.74,41.95,2.9774,6.0606,33.7073,15.2123,26.0713,-936.147,92.6103,66.72,1.7807,2.2809,59.1047,17.4238,24,5,1,4,1,2,33.0469,0.2,0.8,0.4,80,3,2,D,0.0004,5.5413,5.5413,0.3417,1.8634,3.8389,2.5061,3.1202,1.0541,2.7603,2.5097,0.7458,1.6227,1.5234,1.4205,1.262,1.5764,3.3147,2.5287,0.4738,-3,1.0253,1.8962,1.9031,-0.0915,0.253,0.9891,1.9233,0.7059,0.6031,-0.6778,1.834,-0.4538,1.7717,0.0043,1.5193,0.0043,1.3329,0.7825,2.4022,1.9667,0.36,1.2414,0.3032,0.2316,0.7444,130.4847,2.1156,0
1179,60.42,523,400,18.72,-42.06,36.07,3.05,1,-10.037,152.4,5.5,2,5.5,11.0145,4.9861,472.4075,152.4,0,1908.3247,20.7442,91.9931,15.4846,320.0075,-67.7397,3.0998,35.306,33.02,60.78,2.8402,8.4558,4.6139,22.2325,11.3871,-221.5047,89.662,59.96,3.0998,1.4762,472.4075,31.3461,22,3,3,3,0,1,15.0707,1,1,0.3333,100,2,2,D,0.0594,37.2156,24.8935,0.005,1.7813,3.2807,1.9638,2.7185,1.042,2.6743,2.183,0.6978,1.7838,1.3973,0.8998,1.2723,0.9352,3.4438,2.183,0.4533,-3,1.0607,1.5188,2,0.0043,0.4927,-2,1.5571,0.4843,2.6021,0.0043,1.548,-1.8239,2.6743,-2,1.1784,0.4786,1.3169,0.9272,2.5052,1.9526,0.1721,1.4963,0.0043,0.4913,1.3963,35.6378,1.5519,0
1180,65.47,172,420,14.39,-18.17,67.06,14.99,0.1,-2.5417,430.276,4.6,2,4.6,10.8658,3.7269,412.4125,287.6115,106.3156,4937.6315,18.7025,264.0088,33.655,124.801,4.3315,0.9585,126.018,52.07,32.56,1.8702,22.3531,45.176,11.5067,18.519,-452.7212,51.6478,62.72,1.4339,3.3046,3.8791,9.2805,28,3,0,3,0,1,44.4385,0.001,1,0.3333,100,4,2,D,0.0002,0.0142,0.0142,0.2547,1.8161,3.6935,2.4216,2.2356,1.0361,2.6153,2.4588,0.5713,1.5127,1.5113,1.5028,1.1581,1.6918,3.4061,2.6337,0.2719,-3,1.0253,1.7166,2,0.0043,0.1595,2.0266,1.8265,1.1758,2.6233,-1.9586,2.1005,-0.5772,0.5898,-2,1.6479,-2,1.2719,1.3493,2.0963,1.7131,0.5204,0.968,0.0043,-0.0184,-1.6162,70.7902,1.85,0
1181,69.67,82,375,13,-27.28,53.34,2.54,1,-9.9444,223.52,5.5,2,5.5,10.4971,2.6065,320.0593,182.1584,39.5016,1281.1753,10.3577,123.6932,25.8377,137.9009,-30.1629,1.4319,60.2903,50.8,40.28,2.8636,4.7619,30.5517,14.9059,16.6148,-149.8921,89.1988,66.72,1.757,2.3209,8.1024,9.2772,27,2,1,2,0,1,34.4994,0.5,1,0.5,100,3,2,D,0.0449,14.0702,14.0702,0.0867,1.8431,3.1076,2.0923,1.9139,1.0211,2.5052,2.2604,0.4161,1.6051,1.3989,1.3564,1.1139,1.5385,3.4549,2.3493,0.4569,-3,1.0607,1.7059,2,0.0043,0.2472,1.5967,1.7271,0.4048,2.574,-0.2924,1.7803,-1.0146,0.9091,-2,1.5379,0.0043,1.0153,0.6778,2.1396,1.9504,0.3675,0.9679,0.0043,0.1559,1.1486,37.291,1.5716,0
1182,67.75,449,487,15.72,-46.72,33.02,4.06,0.1,-15.1991,155.194,4.6,2,4.6,10.6498,3.787,422.0328,212.5919,4.4896,1476.0669,9.2338,159.8555,13.0563,209.4409,-63.227,2.7194,49.276,28.96,62.44,2.5532,12.2956,-2.8327,24.0567,10.3637,-158.2776,80.135,143.03,1.9852,2.015,94.0023,14.1125,22,3,2,3,0,1,29.9048,0.6667,1,0.3333,100,3,2,D,0.0005,20.6633,20.6633,0.0883,1.831,3.1691,2.2037,2.6523,1.0273,2.6253,2.3275,0.5783,1.7955,1.2967,0.5159,1.1965,0.0672,3.4536,2.1909,0.4071,-3,1.0253,1.4618,2,0.0043,0.3,0.6532,1.5188,0.6085,2.6875,-0.1696,1.6927,-1.0074,1.9732,-2,1.4759,0.3032,0.9654,1.0897,2.3211,1.9038,0.3064,1.1499,0.0043,0.4345,1.3154,141.0178,2.1493,0
1183,63.75,351,790,18.39,-39.72,42.93,6.1,0.1,-9.2639,225.806,4.6,2,4.6,11.0151,4.8796,478.7885,182.8368,29.0152,3034.1322,24.3786,124.4588,16.8989,295.9517,-52.8381,2.1204,70.85,36.83,58.11,2.2814,14.2092,8.3294,21.1795,12.3884,-228.6243,65.8354,59.96,2.6187,1.6178,16.5013,14.8321,22,3,3,3,0,1,32.2805,1,1,0.3333,100,2,2,D,0.0004,24.5612,24.5612,0.005,1.8045,3.482,2.095,2.5453,1.042,2.6801,2.2621,0.6884,1.7643,1.4105,1.012,1.2646,1.0909,3.4427,2.3537,0.3582,-3,1.0253,1.5662,2,0.0043,0.4197,1.4628,1.6328,0.7853,2.8976,0.0043,1.8504,-1.8239,1.2178,-2,1.5091,0.4786,1.387,1.1526,2.4712,1.8185,0.2116,1.1715,0.0043,0.3264,1.3904,37.1861,1.5704,0
1184,59.47,633,1520,17.72,-30.06,65.02,9.91,1,-5.6389,378.968,5.5,2,5.5,11.1076,4.7639,456.3126,267.1282,46.5894,5501.8779,23.559,233.5365,23.3401,189.1845,-16.9499,1.2041,98.25,55.11,47.78,2.0589,15.2415,23.8202,17.3886,19.352,-308.3678,61.2781,59.96,1.7082,2.412,9.7943,11.8125,26,3,0,3,0,1,38.6295,0.001,1,0.3333,100,3,2,D,0.0265,0.0174,0.0174,0.2547,1.7744,3.7405,2.3684,2.8014,1.0456,2.6593,2.4267,0.678,1.6792,1.4678,1.2997,1.2485,1.4444,3.43,2.5786,0.3136,-3,1.0607,1.7412,2,0.0043,0.2351,1.6684,1.813,0.9961,3.1818,-1.9586,1.9924,-0.5772,0.9914,-2,1.587,-2,1.3722,1.183,2.2769,1.7873,0.3842,1.0727,0.0043,0.0807,-1.5622,66.3564,1.8219,0
1185,43.17,453,2,20.61,-13.72,120.9,5.08,0.1,4.5787,536.956,4.6,2,4.6,12.0053,7.6667,549.4094,540.5141,205.4309,12814.9184,17.0316,752.4188,36.7023,8.8953,-2.2667,1.0232,48.006,115.82,34.33,2.7019,4.2018,47.6757,11.8598,39.1784,259.0197,87.5568,143.03,1.0165,61.764,2.6744,6.5468,24,6,0,2,4,4,83.9201,0.001,0.3333,0.6667,33.3333,7,2,W,0.0004,0.0224,0.0224,0.5095,1.6353,4.1077,2.8765,2.6561,1.0794,2.7399,2.7328,0.8846,1.5357,1.5975,1.5597,1.3141,1.7133,3.5131,2.7299,0.4317,-3,1.0253,2.0638,1.523,-0.4643,0.0114,2.3127,2.0824,0.7059,0.3032,-1.9586,1.6814,-0.2844,0.4288,0.6031,1.9239,-2,1.2313,0.6234,0.9496,1.9423,1.7908,0.8167,0.6031,0.01,-1.4895,414.2617,2.6173,0
1186,48.43,321,535,19.22,-9,67.06,14.99,1,4.6759,440.182,5.5,2,5.5,12.0368,6.912,541.0104,361.8312,160.4253,9142.2739,23.6556,386.4737,42.3642,179.1792,-18.637,1.2291,104.6407,52.07,28.22,1.8282,22.3531,56.0573,10.0117,16.9181,214.1118,46.1212,108.75,1.4952,3.0194,3.3724,11.2779,24,5,0,4,1,1,47.9707,0.001,0.8,0.2,80,4,2,D,0.0241,0.0168,0.0168,0.4246,1.6852,3.9611,2.5871,2.5065,1.0805,2.7332,2.5585,0.8396,1.4506,1.5985,1.6128,1.2838,1.7786,3.5071,2.6436,0.262,-3,1.0607,1.7166,1.9031,-0.0915,0.1776,2.2053,1.8265,1.1758,2.7284,-1.9586,2.0197,-0.3619,0.5292,0.0043,1.6811,-2,1.3739,1.3493,2.2533,1.6639,0.4814,1.0526,0.0043,0.0896,-1.5719,161.8763,2.2092,0
1187,62.22,338,740,18.78,-43.17,42.93,5.08,0.1,-10.2037,213.36,4.6,2,4.6,11.004,5.0648,484.3869,185.7184,24.3556,2962.7741,23.1953,127.7318,14.8407,298.6685,-55.9526,2.2703,59.42,37.85,61.95,2.4145,11.8332,2.8692,22.7532,13.0467,-222.9897,73.3786,59.96,2.6082,1.6218,19.8881,16.4046,22,3,3,3,0,1,29.5275,1,1,0.3333,100,2,2,D,0.0004,26.6877,26.6877,0.005,1.794,3.4717,2.1063,2.5289,1.0416,2.6852,2.2689,0.7046,1.792,1.3944,0.8344,1.2737,0.8369,3.4436,2.3291,0.3828,-3,1.0253,1.5781,2,0.0043,0.418,1.3868,1.6328,0.7059,2.8692,0.0043,1.774,-1.8239,1.2988,-2,1.4704,0.4786,1.3654,1.0731,2.4752,1.8656,0.2127,1.2152,0.0043,0.3561,1.4265,40.4348,1.6068,0
1188,68.48,655,735,13.28,-38.83,64.01,7.11,0.1,-14.0185,305.308,4.6,2,4.6,10.4362,2.5185,310.2344,195.1562,75.2566,1838.5459,13.2568,138.6867,17.7654,115.0782,-1.588,1.0161,112.9595,56.9,52.11,2.5159,11.1076,10.5868,19.0377,17.2407,-135.8039,67.7637,66.72,1.5897,2.6959,4.1224,6.2782,30,2,0,2,0,1,49.4149,0.001,1,0.5,100,4,2,D,0.0003,0.0209,0.0209,0.1698,1.8356,3.2645,2.142,2.8162,1.0185,2.4917,2.2904,0.4011,1.7169,1.3218,1.0481,1.1232,1.164,3.457,2.4847,0.4007,-3,1.0253,1.7551,2,0.0043,0.204,1.8766,1.8062,0.8519,2.8663,-1.9586,2.053,-0.7452,0.6162,-2,1.6939,-2,1.1224,1.0456,2.061,1.831,0.4323,0.7985,0.0043,0.0069,-1.51,37.3363,1.5721,0
1189,70,659,290,12.06,-36.92,26.04,5.97,0.1,-13.1875,158.662,4.6,2,4.6,10.2892,2.6017,331.9677,153.588,0,875.619,9.3964,93.1865,19.0171,178.3797,-52.2056,2.0923,68.867,20.07,48.98,1.9695,22.9263,14.1605,18.4024,6.9965,-139.544,52.9165,66.72,2.1614,1.861,331.9677,9.3741,25,3,2,3,0,2,35.4134,0.6667,1,0.6667,100,3,2,D,0.0003,14.7147,14.7147,0.0883,1.8452,2.9423,1.9694,2.8189,1.0124,2.5211,2.1864,0.4153,1.69,1.3387,1.1166,1.0813,1.2591,3.4564,2.2005,0.2944,-3,1.0253,1.3025,2,0.0043,0.3367,-2,1.4156,0.776,2.4624,-0.1696,1.8381,-1.0074,2.5211,-2,1.5493,0.3032,0.973,1.3603,2.2514,1.7236,0.2721,0.9724,0.3032,0.3206,1.168,34.4395,1.5371,0
1190,52.65,1617,1760,17.5,-24,73.66,2.54,1,-2.5509,287.02,5.5,2,5.5,11.2121,5.2268,461.229,287.02,0,4254.3655,16.1696,263.1081,28.0346,174.209,-37.7706,1.607,50.8,71.12,41.5,3.0796,3.4483,33.6,15.3131,25.4106,-600.293,106.2389,143.03,1.607,2.6476,461.229,17.5117,25,3,0,3,0,1,26.3384,0.001,1,0.3333,100,4,2,D,0.0483,0.0305,0.0305,0.2547,1.7215,3.6288,2.4201,3.2087,1.0497,2.6639,2.4579,0.7182,1.618,1.5112,1.415,1.243,1.5752,3.3802,2.4579,0.4885,-3,1.0607,1.852,2,0.0043,0.2087,-2,1.8672,0.4048,3.2455,-1.9586,1.7059,-0.5772,2.6639,-2,1.4208,-2,1.2087,0.5376,2.2411,2.0263,0.4245,1.2436,0.0043,0.206,-1.3925,296.7115,2.4723,0
1191,65.73,141,609,15.61,-35.06,52.07,7.87,0.1,-10.2394,261.874,4.6,2,4.6,10.7652,3.9259,422.7235,265.2027,22.0436,2742.184,11.8839,230.7488,20.0711,157.5208,-38.0508,1.6142,105.918,44.2,50.67,2.386,15.1143,16.3999,19.2551,14.1037,-188.0493,64.6281,143.03,1.594,2.6836,19.1767,7.965,23,3,1,3,0,1,53.0725,0.3333,1,0.3333,100,4,2,D,0.0004,7.5935,7.5935,0.1717,1.8178,3.4381,2.3631,2.1492,1.032,2.6261,2.4236,0.5939,1.7048,1.3938,1.1744,1.1934,1.3096,3.449,2.4181,0.3777,-3,1.0253,1.6454,2,0.0043,0.2052,1.3435,1.7166,0.896,2.7846,-0.4643,2.025,-0.7406,1.283,-2,1.725,0.0043,1.075,1.1794,2.1974,1.8104,0.4303,0.9017,0.0043,0.208,0.881,133.5393,2.1256,0
1192,1.6,7330,1080,16,15.28,203.96,17.02,-3,15.6343,1204.722,1.5,1,4.5,15.5032,15.6343,735.5957,734.3549,536.0177,29580.2733,23.6373,1251.4225,94.5636,1.2408,63.775,0.6106,0,186.94,0.72,2.0316,8.3448,98.8197,0.2386,54.6901,1.5262,54.4758,174.52,1.0017,592.8399,1.3723,5.8974,29,12,0,1,11,12,124.7319,0.001,0.0833,1,8.3333,8,4,W,0.2558,0.0188,0.0188,1.019,0.2068,4.471,3.0974,3.8651,1.1904,2.8666,2.8659,1.1941,-0.1427,1.7044,1.8148,1.2041,2.0121,3.4773,3.0809,0.3078,-3,1.0212,2.2717,0.9213,-1.0301,0.0051,2.7292,2.3095,1.231,3.0334,-1.9586,-2,0.0124,0.1406,1.0418,2.096,-2,1.3736,0.9214,0.0972,1.7362,2.7729,0.7714,1.0795,-0.2142,-1.5406,3876.1217,3.5884,0
1193,1.65,16,3,25.78,23.5,398.02,21.08,6.5,24.7824,1871.98,11,4,4.5,22.2811,24.7824,1350.1484,1344.2246,576.0312,29129.7861,8.5325,3413.9979,61.4137,5.9238,38.6499,0.7212,0,376.94,2.28,2.5514,5.2962,96.7788,0.7649,101.3073,3.0863,64.9413,373.93,1.0044,227.9193,2.3439,5.0448,22,12,0,1,11,12,267.63,0.001,0.0833,1,8.3333,8,6,W,2.6293,0.039,0.039,1.019,0.2201,4.4643,3.5333,1.2044,1.3479,3.1304,3.1285,1.3941,0.3579,1.7766,1.8663,1.4113,2.0034,3.4776,3.2723,0.4068,-3,1.0212,2.5763,0.9213,-1.0301,0.0062,2.7605,2.5999,1.3239,0.4786,-1.9586,-2,0.0124,0.3718,1.0418,2.4276,-2,0.9311,0.724,0.7733,1.8125,2.3578,0.7037,1.0795,-0.1419,-1.3098,211.5777,2.3255,0
1194,39.51,1200,28,26.56,8.28,122.17,6.35,2.5,16.8287,667.004,7,3,4.5,15.0402,16.8287,894.5523,393.3558,308.9027,9271.6476,20.884,443.9602,56.4658,501.1964,-25.4371,1.3411,0,115.82,18.28,2.1979,5.1977,74.455,6.856,34.2087,40.7402,61.5446,103.86,2.2742,1.7848,2.8959,16.2874,21,12,3,4,8,7,54.9231,0.25,0.3333,0.5833,33.3333,2,4,D,0.2496,6.417,6.417,0.77,1.5968,3.9672,2.6473,3.0792,1.1773,2.9516,2.5948,1.2261,1.262,1.7146,1.7655,1.4242,1.8946,3.483,2.8241,0.342,-3,1.0212,2.0638,1.523,-0.4643,0.3587,2.4898,2.087,0.8028,1.4473,-0.585,-2,-0.1079,0.4633,0.9036,1.7398,0.4786,1.3198,0.7158,2.7,1.7892,0.254,1.2121,0.8457,0.1275,0.808,216.7648,2.336,0
1195,49.49,763,838,18.54,-16.15,86.19,0.1,-1,2.4183,308.8,3.5,2,3.5,11.6004,6.7733,533.8963,407.7084,220.7925,6207.4452,13.1744,471.173,34.8819,126.1879,-42.1611,1.7289,6.539,86.09,34.69,3.3494,0.116,45.4045,12.4754,29.1398,515.8683,113.2374,195.92,1.3095,4.231,2.4181,19.3474,22,5,0,3,2,2,27.5953,0.001,0.6,0.4,60,6,2,W,0.0536,0.0342,0.0342,0.4246,1.6946,3.7929,2.6732,2.8825,1.0645,2.7275,2.6103,0.8308,1.5402,1.5731,1.5296,1.2681,1.6938,3.546,2.4897,0.525,-3,0.9777,1.935,1.7782,-0.2147,0.1204,2.344,1.9355,-1,2.9232,-1.9586,0.8162,-0.3619,0.3853,0.3032,1.441,-2,1.1197,-0.9355,2.1011,2.054,0.6275,1.2868,0.3032,0.2378,-1.3546,1126.6816,3.0518,0
1196,59.47,338,640,15.17,-26.39,56.98,0.1,0.1,-4.4475,221.556,4.6,2,4.6,10.8345,4.2567,423.5059,221.556,0,2370.5943,13.847,171.1996,26.3827,201.9499,-47.6853,1.9115,17.594,56.88,41.56,3.0862,0.1755,30.929,15.0198,21.414,-337.7128,115.9835,62.72,1.9115,2.0971,423.5059,41.6022,25,3,0,3,0,1,10.1799,0.001,1,0.3333,100,3,2,D,0.0005,0.0325,0.0325,0.2547,1.7744,3.3749,2.2335,2.5289,1.0348,2.6269,2.3455,0.6291,1.6187,1.485,1.3731,1.181,1.5432,3.4253,2.3455,0.4894,-3,1.0253,1.755,2,0.0043,0.2836,-2,1.7557,-1,2.8062,-1.9586,1.2456,-0.5772,2.6269,-2,1.0082,-2,1.1414,-0.7557,2.3053,2.0644,0.3237,1.6192,0.0043,0.2814,-1.3716,86.4929,1.937,0
1197,51.93,1771,1035,18.28,-18.83,70.36,0.03,-1,0.7315,294.1828,3.5,2,3.5,11.468,6.3333,519.6011,294.1828,2.1992,5208.1997,19.0013,274.0973,32.3935,225.4183,-43.383,1.7663,4.3688,70.33,37.11,2.8701,0.0426,41.3559,13.6677,26.8306,1868.4863,109.4448,59.96,1.7663,2.3051,236.2682,212.4289,22,5,0,5,0,1,2.446,0.001,1,0.2,100,3,2,D,0.0468,0.0293,0.0293,0.4246,1.7155,3.7167,2.4379,3.2482,1.0595,2.7157,2.4686,0.8016,1.5695,1.5531,1.4937,1.262,1.6566,3.6874,2.4686,0.4579,-3,0.9777,1.8471,2,0.0043,0.2495,0.3442,1.8473,-1.5229,3.0149,-1.9586,0.6414,-0.3619,2.3734,-2,0.3902,-2,1.2788,-1.3706,2.353,2.0392,0.3646,2.3272,0.0043,0.2471,-1.4056,202.4248,2.3063,0
1198,51.73,1896,1240,19.22,-18.06,63.25,0.03,-1,1.6342,226.8728,3.5,2,3.5,11.6294,6.7639,542.2743,328.1087,222.809,3891.0572,11.8434,328.5409,32.8963,214.1656,-58.1627,2.3902,1.8288,63.22,37.28,3.3455,0.0474,41.9495,13.4649,21.2968,823.916,112.6454,195.92,1.6527,2.532,2.4338,26.4631,19,5,2,3,2,2,20.4917,0.4,0.6,0.4,60,3,2,D,0.0628,16.0208,16.0208,0.2583,1.7138,3.5901,2.5166,3.2778,1.0656,2.7342,2.516,0.8302,1.5715,1.5639,1.5043,1.2838,1.6623,3.5825,2.3558,0.5245,-3,0.9777,1.8009,1.7782,-0.2147,0.2208,2.348,1.8011,-1.5229,3.0934,-0.3872,0.2645,-0.5714,0.3881,0.3032,1.3118,0.3032,1.0735,-1.3242,2.3308,2.0517,0.4052,1.4228,0.3032,0.3784,1.205,1022.0707,3.0095,0
1199,53.28,1270,1117,18.28,-20.11,67.56,0.03,-1,0.3148,292.1254,3.5,2,3.5,11.4276,6.2269,519.7314,292.1254,4.0593,5506.8732,20.3264,270.9225,31.2335,227.6061,-43.793,1.7791,3.8354,67.53,38.39,2.7752,0.0444,39.3331,13.957,25.761,4433.2535,105.8214,59.96,1.7791,2.2835,128.0347,230.8173,24,5,0,5,0,1,2.2517,0.001,1,0.2,100,3,2,D,0.0452,0.0283,0.0283,0.4246,1.7266,3.7409,2.4328,3.1038,1.058,2.7158,2.4656,0.7943,1.5842,1.548,1.4755,1.262,1.6368,3.8712,2.4656,0.4433,-3,0.9777,1.8295,2,0.0043,0.2526,0.6095,1.8297,-1.5229,3.0481,-1.9586,0.5849,-0.3619,2.1074,-2,0.3544,-2,1.3081,-1.3526,2.3572,2.0246,0.3605,2.3633,0.0043,0.2502,-1.4168,187.3462,2.2726,0
1200,50.38,1860,1075,20.17,-14.44,76.2,0.25,-1,3.6806,273.558,3.5,2,3.5,11.9087,7.5278,574.1075,369.3312,192.781,5095.0254,12.7419,399.8624,36.1221,204.7763,-52.3507,2.0987,5.842,75.95,34.61,3.3426,0.3281,46.8927,12.4896,25.6982,339.3402,112.7288,195.92,1.5545,2.8036,2.978,26.6891,20,5,0,3,2,2,21.5109,0.001,0.6,0.4,60,4,2,D,0.0599,0.0382,0.0382,0.4246,1.7023,3.7071,2.6019,3.2695,1.0759,2.759,2.5674,0.8767,1.5392,1.5875,1.551,1.3047,1.7067,3.5237,2.437,0.5241,-3,0.9777,1.8805,1.7782,-0.2147,0.1944,2.2851,1.882,-0.6021,3.0314,-1.9586,0.7673,-0.3619,0.4754,0.3032,1.3329,-2,1.1052,-0.484,2.3113,2.052,0.4493,1.4265,0.3032,0.322,-1.317,1194.217,3.0771,0
1201,53.37,1001,852,18.89,-20.28,69.09,0,-1,0.7778,289.306,3.5,2,3.5,11.5077,6.5602,537.2094,367.561,171.9438,5651.7761,14.2475,396.686,30.961,169.6484,-46.1465,1.8569,3.302,69.09,39.17,2.8658,0,38.6915,14.1174,25.8119,1815.0945,107.0642,149.6936,1.4616,3.1666,3.1243,37.7559,22,5,0,4,1,1,14.2285,0.001,0.8,0.2,80,4,2,D,0.0475,0.0297,0.0297,0.4246,1.7274,3.7522,2.5984,3.0004,1.061,2.7301,2.5653,0.8169,1.593,1.5536,1.473,1.2762,1.6303,3.6826,2.4614,0.4572,-3,0.9777,1.8394,1.9031,-0.0915,0.1678,2.2354,1.8394,-2,2.9304,-1.9586,0.5201,-0.3619,0.4961,0.0043,1.1535,-2,1.1537,-2,2.2296,2.0296,0.502,1.5771,0.0043,0.2688,-1.4012,610.4122,2.7856,0
1202,51.55,1926,1120,18.83,-16.5,63.75,0.03,-1,2.1389,255.2954,3.5,2,3.5,11.6308,6.8518,545.8969,353.8501,217.3534,4660.6121,12.5142,372.4261,34.469,192.0468,-53.2338,2.1383,4.0894,63.72,35.33,2.9965,0.0471,44.6499,12.9968,23.2608,607.6393,109.3358,195.92,1.5427,2.8425,2.5116,26.3688,20,5,1,3,2,2,20.7024,0.2,0.6,0.4,60,4,2,D,0.0538,6.7652,6.7652,0.3417,1.7123,3.6684,2.571,3.2847,1.0656,2.7371,2.5488,0.8358,1.5481,1.5698,1.525,1.2749,1.6871,3.5572,2.407,0.4766,-3,0.9777,1.8043,1.7782,-0.2147,0.1911,2.3372,1.8045,-1.5229,3.0492,-0.6778,0.6127,-0.4538,0.4017,0.3032,1.3162,0.0043,1.0974,-1.327,2.2834,2.0388,0.4552,1.4213,0.3032,0.3301,0.8309,1153.3381,3.062,0
